Date,Unit,Target SFC,Actual SFC,Target Heat Rate,Actual Heat Rate
2025-12-11,Unit 1,455,451.05,2950,2949.61
2025-12-11,Unit 2,455,459.45,2950,2969.47
2025-12-11,Unit 3,455,455.47,2950,2964.73
2025-12-12,Unit 1,455,450.67,2950,2956.82
2025-12-12,Unit 2,455,450.08,2950,2920.11
2025-12-12,Unit 3,455,449.4,2950,2893.69
2025-12-13,Unit 1,455,454.96,2950,2949.19
2025-12-13,Unit 2,455,454.9,2950,2951.02
2025-12-13,Unit 3,455,461.56,2950,2983.98
2025-12-14,Unit 1,455,452.82,2950,2933.63
2025-12-14,Unit 2,455,449.62,2950,2933.19
2025-12-14,Unit 3,455,454.93,2950,2950.65
2025-12-15,Unit 1,455,455.14,2950,2927.29
2025-12-15,Unit 2,455,452.1,2950,2943.22
2025-12-15,Unit 3,455,448.17,2950,2904.5
2025-12-16,Unit 1,455,451.77,2950,2943.42
2025-12-16,Unit 2,455,455.6,2950,2938.25
2025-12-16,Unit 3,455,453.55,2950,2967.92
2025-12-17,Unit 1,455,453.98,2950,2941.51
2025-12-17,Unit 2,455,445.7,2950,2901.84
2025-12-17,Unit 3,455,454.95,2950,2959.91
2025-12-18,Unit 1,455,451.22,2950,2906.33
2025-12-18,Unit 2,455,454.91,2950,2950.3
2025-12-18,Unit 3,455,464.4,2950,3017.78
2025-12-19,Unit 1,455,454.75,2950,2925.15
2025-12-19,Unit 2,455,456.87,2950,2950.94
2025-12-19,Unit 3,455,450.84,2950,2916.77
2025-12-20,Unit 1,455,453.81,2950,2923.58
2025-12-20,Unit 2,455,460.95,2950,2999.85
2025-12-20,Unit 3,455,458.48,2950,2981.93
2025-12-21,Unit 1,455,451.4,2950,2926.01
2025-12-21,Unit 2,455,453.78,2950,2918.9
2025-12-21,Unit 3,455,445.28,2950,2894.58
2025-12-22,Unit 1,455,458.29,2950,2944.92
2025-12-22,Unit 2,455,448.08,2950,2940.81
2025-12-22,Unit 3,455,462.71,2950,2971.06
2025-12-23,Unit 1,455,451.88,2950,2918.63
2025-12-23,Unit 2,455,452.95,2950,2955.24
2025-12-23,Unit 3,455,457.77,2950,2995.27
2025-12-24,Unit 1,455,451.74,2950,2941.75
2025-12-24,Unit 2,455,461.46,2950,3000.82
2025-12-24,Unit 3,455,454.19,2950,2929.23
2025-12-25,Unit 1,455,452.48,2950,2945.71
2025-12-25,Unit 2,455,445.34,2950,2894.87
2025-12-25,Unit 3,455,458.13,2950,2988.93
2025-12-26,Unit 1,455,451.17,2950,2944.22
2025-12-26,Unit 2,455,453.15,2950,2941.51
2025-12-26,Unit 3,455,459.21,2950,2984.37
2025-12-27,Unit 1,455,460.32,2950,2995.65
2025-12-27,Unit 2,455,451.62,2950,2923.25
2025-12-27,Unit 3,455,458.78,2950,2988.75
2025-12-28,Unit 1,455,442.4,2950,2889.67
2025-12-28,Unit 2,455,464.94,2950,2984.62
2025-12-28,Unit 3,455,456.16,2950,2998.39
2025-12-29,Unit 1,455,452.23,2950,2946.99
2025-12-29,Unit 2,455,457.95,2950,2986.62
2025-12-29,Unit 3,455,446.6,2950,2935.8
2025-12-30,Unit 1,455,462.29,2950,2985.97
2025-12-30,Unit 2,455,463.28,2950,3007.07
2025-12-30,Unit 3,455,454.85,2950,2950.24
2025-12-31,Unit 1,455,461.73,2950,2990.92
2025-12-31,Unit 2,455,455.32,2950,2958.91
2025-12-31,Unit 3,455,454.02,2950,2954.72
