Date,Unit,GAR,Moisture (%),Ash (%),Sulfur (%),HGI
2025-10-01,Unit 1,4367.9,28.26,5.84,0.433,47.6
2025-10-01,Unit 2,4382.6,27.26,6.26,0.415,51.5
2025-10-01,Unit 3,4420.8,29.0,6.81,0.434,48.3
2025-10-02,Unit 1,4367.7,27.88,5.64,0.453,47.7
2025-10-02,Unit 2,4365.5,28.02,6.07,0.421,45.9
2025-10-02,Unit 3,4349.0,27.06,6.67,0.375,48.5
2025-10-03,Unit 1,4311.2,28.34,5.87,0.435,46.4
2025-10-03,Unit 2,4377.4,27.49,6.56,0.474,47.5
2025-10-03,Unit 3,4325.7,27.5,6.43,0.44,49.7
2025-10-04,Unit 1,4237.8,28.31,6.64,0.394,45.9
2025-10-04,Unit 2,4376.5,28.03,6.71,0.451,48.7
2025-10-04,Unit 3,4309.1,28.32,6.49,0.449,46.3
2025-10-05,Unit 1,4353.3,28.94,6.07,0.411,45.3
2025-10-05,Unit 2,4335.9,29.72,6.17,0.455,47.2
2025-10-05,Unit 3,4399.2,28.42,6.33,0.368,46.6
2025-10-06,Unit 1,4321.0,29.48,6.05,0.436,49.1
2025-10-06,Unit 2,4336.8,28.93,6.72,0.36,45.3
2025-10-06,Unit 3,4313.5,28.7,6.36,0.392,47.9
2025-10-07,Unit 1,4356.0,26.42,6.61,0.432,50.2
2025-10-07,Unit 2,4304.7,28.46,6.94,0.417,49.9
2025-10-07,Unit 3,4418.2,26.59,5.83,0.404,47.3
2025-10-08,Unit 1,4401.0,27.09,6.35,0.402,51.2
2025-10-08,Unit 2,4261.9,27.82,6.27,0.386,45.8
2025-10-08,Unit 3,4335.8,29.32,6.22,0.424,52.6
2025-10-09,Unit 1,4395.8,29.02,6.52,0.43,50.2
2025-10-09,Unit 2,4401.0,29.98,6.28,0.389,47.3
2025-10-09,Unit 3,4357.9,26.22,6.27,0.423,49.1
2025-10-10,Unit 1,4357.8,27.68,5.93,0.418,47.8
2025-10-10,Unit 2,4370.5,29.79,6.1,0.435,44.2
2025-10-10,Unit 3,4360.3,29.31,5.85,0.486,44.9
2025-10-11,Unit 1,4355.6,27.66,5.9,0.398,43.9
2025-10-11,Unit 2,4317.2,28.56,6.3,0.333,45.9
2025-10-11,Unit 3,4394.1,28.69,6.14,0.472,48.4
2025-10-12,Unit 1,4323.8,29.02,6.05,0.429,48.3
2025-10-12,Unit 2,4347.4,27.64,6.5,0.426,48.1
2025-10-12,Unit 3,4407.4,26.9,6.1,0.454,50.3
2025-10-13,Unit 1,4330.2,27.3,6.29,0.439,47.3
2025-10-13,Unit 2,4397.7,27.76,6.31,0.415,49.0
2025-10-13,Unit 3,4320.0,28.92,5.99,0.422,47.9
2025-10-14,Unit 1,4293.1,27.34,5.96,0.403,45.9
2025-10-14,Unit 2,4358.5,26.74,6.27,0.436,49.4
2025-10-14,Unit 3,4414.1,28.37,5.99,0.45,52.7
2025-10-15,Unit 1,4347.2,27.77,6.33,0.398,47.3
2025-10-15,Unit 2,4283.4,26.4,6.15,0.4,48.4
2025-10-15,Unit 3,4333.0,26.67,6.34,0.458,48.6
2025-10-16,Unit 1,4368.5,27.73,6.12,0.383,49.1
2025-10-16,Unit 2,4419.5,28.34,6.3,0.416,47.9
2025-10-16,Unit 3,4305.1,29.64,6.36,0.429,45.9
2025-10-17,Unit 1,4307.3,27.22,6.56,0.432,46.4
2025-10-17,Unit 2,4372.3,26.49,6.19,0.412,48.8
2025-10-17,Unit 3,4367.5,27.4,5.26,0.444,49.0
2025-10-18,Unit 1,4310.3,28.31,6.04,0.442,49.0
2025-10-18,Unit 2,4410.8,28.45,6.74,0.422,47.9
2025-10-18,Unit 3,4317.0,28.47,6.17,0.434,48.6
2025-10-19,Unit 1,4382.7,27.27,6.29,0.418,49.3
2025-10-19,Unit 2,4341.0,29.33,6.0,0.402,51.0
2025-10-19,Unit 3,4349.2,28.08,6.55,0.468,46.6
2025-10-20,Unit 1,4347.2,28.35,6.31,0.451,50.0
2025-10-20,Unit 2,4371.2,28.78,6.28,0.402,51.6
2025-10-20,Unit 3,4423.4,27.59,6.25,0.397,51.4
2025-10-21,Unit 1,4403.2,27.88,5.63,0.526,46.6
2025-10-21,Unit 2,4338.7,27.96,6.13,0.427,47.5
2025-10-21,Unit 3,4373.8,27.77,6.09,0.435,48.4
2025-10-22,Unit 1,4389.1,28.33,6.55,0.41,48.6
2025-10-22,Unit 2,4365.0,29.13,6.14,0.391,47.5
2025-10-22,Unit 3,4375.8,28.09,6.48,0.453,47.2
2025-10-23,Unit 1,4303.7,29.02,6.56,0.425,45.5
2025-10-23,Unit 2,4379.3,29.1,5.9,0.41,49.5
2025-10-23,Unit 3,4392.5,27.74,6.2,0.447,51.2
2025-10-24,Unit 1,4357.8,28.86,6.44,0.435,51.2
2025-10-24,Unit 2,4305.0,27.0,5.96,0.409,47.4
2025-10-24,Unit 3,4421.2,28.13,6.09,0.417,48.2
2025-10-25,Unit 1,4385.6,29.1,5.92,0.473,47.4
2025-10-25,Unit 2,4352.9,29.15,6.1,0.407,45.7
2025-10-25,Unit 3,4382.3,27.82,5.98,0.4,46.7
2025-10-26,Unit 1,4312.4,26.55,6.39,0.43,46.0
2025-10-26,Unit 2,4416.6,27.62,6.05,0.412,45.8
2025-10-26,Unit 3,4292.0,27.26,6.56,0.436,46.8
2025-10-27,Unit 1,4361.5,27.85,6.48,0.374,45.0
2025-10-27,Unit 2,4347.9,28.52,6.22,0.416,50.4
2025-10-27,Unit 3,4381.3,27.95,6.2,0.387,47.4
2025-10-28,Unit 1,4318.8,27.5,6.21,0.41,43.9
2025-10-28,Unit 2,4325.6,28.39,6.44,0.444,48.5
2025-10-28,Unit 3,4373.2,28.23,6.01,0.445,47.9
2025-10-29,Unit 1,4331.5,27.75,6.54,0.423,46.3
2025-10-29,Unit 2,4350.8,28.71,6.0,0.43,44.9
2025-10-29,Unit 3,4355.2,27.15,6.33,0.445,49.1
2025-10-30,Unit 1,4383.0,28.99,6.08,0.376,48.9
2025-10-30,Unit 2,4358.0,27.6,5.89,0.391,49.4
2025-10-30,Unit 3,4391.4,27.35,6.72,0.361,46.9
2025-10-31,Unit 1,4383.0,28.14,6.35,0.404,47.3
2025-10-31,Unit 2,4369.9,28.56,6.3,0.448,47.0
2025-10-31,Unit 3,4261.7,28.34,6.1,0.423,47.6
2025-11-01,Unit 1,4263.5,28.39,6.4,0.442,47.2
2025-11-01,Unit 2,4394.4,26.8,6.1,0.46,50.0
2025-11-01,Unit 3,4317.6,27.18,5.58,0.457,47.2
2025-11-02,Unit 1,4459.4,27.3,6.37,0.448,48.7
2025-11-02,Unit 2,4342.4,27.29,6.33,0.441,48.5
2025-11-02,Unit 3,4304.8,28.92,6.1,0.47,49.7
2025-11-03,Unit 1,4335.3,27.11,6.36,0.403,46.3
2025-11-03,Unit 2,4329.7,28.8,6.31,0.369,49.8
2025-11-03,Unit 3,4331.4,28.68,6.27,0.379,50.1
2025-11-04,Unit 1,4337.4,28.74,6.13,0.455,47.2
2025-11-04,Unit 2,4356.7,27.27,5.78,0.362,47.4
2025-11-04,Unit 3,4319.7,28.07,6.49,0.423,50.3
2025-11-05,Unit 1,4371.5,27.0,6.63,0.364,46.6
2025-11-05,Unit 2,4264.9,28.03,6.28,0.468,48.2
2025-11-05,Unit 3,4290.3,29.04,6.15,0.456,47.0
2025-11-06,Unit 1,4364.5,29.77,6.29,0.435,42.9
2025-11-06,Unit 2,4324.6,27.5,6.14,0.412,48.0
2025-11-06,Unit 3,4344.6,27.44,6.16,0.371,48.4
2025-11-07,Unit 1,4329.4,28.12,6.46,0.377,52.0
2025-11-07,Unit 2,4364.0,28.84,6.06,0.406,48.7
2025-11-07,Unit 3,4368.1,28.49,6.01,0.368,48.0
2025-11-08,Unit 1,4331.7,29.23,6.47,0.403,47.1
2025-11-08,Unit 2,4374.3,27.52,5.77,0.451,48.9
2025-11-08,Unit 3,4301.2,29.78,5.99,0.439,45.6
2025-11-09,Unit 1,4358.9,26.38,6.36,0.434,44.5
2025-11-09,Unit 2,4397.2,26.75,6.09,0.432,44.2
2025-11-09,Unit 3,4448.2,28.35,6.58,0.413,48.4
2025-11-10,Unit 1,4379.4,28.74,6.42,0.377,50.3
2025-11-10,Unit 2,4344.9,26.98,6.11,0.399,46.7
2025-11-10,Unit 3,4324.7,27.58,6.06,0.414,48.2
2025-11-11,Unit 1,4351.1,28.06,6.41,0.441,50.8
2025-11-11,Unit 2,4408.1,27.61,6.26,0.412,47.2
2025-11-11,Unit 3,4408.1,27.47,6.7,0.449,47.5
2025-11-12,Unit 1,4304.3,26.78,6.13,0.448,49.7
2025-11-12,Unit 2,4324.2,27.19,5.87,0.39,48.6
2025-11-12,Unit 3,4323.0,26.23,6.19,0.416,49.8
2025-11-13,Unit 1,4371.9,27.25,6.1,0.455,46.0
2025-11-13,Unit 2,4360.4,26.79,6.2,0.438,47.2
2025-11-13,Unit 3,4317.5,27.07,6.2,0.395,48.7
2025-11-14,Unit 1,4369.2,27.8,6.27,0.474,47.4
2025-11-14,Unit 2,4376.2,27.4,6.37,0.418,49.7
2025-11-14,Unit 3,4398.1,26.66,6.24,0.384,49.5
2025-11-15,Unit 1,4362.6,26.97,5.98,0.431,48.4
2025-11-15,Unit 2,4389.5,28.89,6.75,0.433,48.4
2025-11-15,Unit 3,4396.0,28.05,5.87,0.436,47.8
2025-11-16,Unit 1,4351.3,27.13,6.31,0.388,48.5
2025-11-16,Unit 2,4405.9,28.26,5.6,0.445,48.5
2025-11-16,Unit 3,4296.9,27.07,6.11,0.468,46.8
2025-11-17,Unit 1,4347.2,27.46,6.06,0.458,47.8
2025-11-17,Unit 2,4361.2,28.93,6.26,0.359,46.9
2025-11-17,Unit 3,4352.0,29.06,5.91,0.454,50.1
2025-11-18,Unit 1,4282.1,26.96,5.92,0.389,48.7
2025-11-18,Unit 2,4366.3,27.82,5.86,0.398,48.7
2025-11-18,Unit 3,4356.7,26.9,6.3,0.443,51.0
2025-11-19,Unit 1,4387.4,28.3,5.86,0.419,49.9
2025-11-19,Unit 2,4358.7,28.77,5.98,0.444,49.3
2025-11-19,Unit 3,4308.8,28.18,5.68,0.451,48.1
2025-11-20,Unit 1,4357.9,27.5,6.31,0.478,45.7
2025-11-20,Unit 2,4278.5,27.97,6.66,0.416,49.1
2025-11-20,Unit 3,4374.6,26.14,6.4,0.424,46.9
2025-11-21,Unit 1,4405.1,28.61,6.01,0.39,46.6
2025-11-21,Unit 2,4421.0,28.25,6.41,0.393,47.3
2025-11-21,Unit 3,4303.1,27.75,6.39,0.39,47.6
2025-11-22,Unit 1,4412.5,27.44,6.15,0.451,49.5
2025-11-22,Unit 2,4267.4,28.81,6.32,0.446,46.5
2025-11-22,Unit 3,4322.1,26.91,6.31,0.452,46.4
2025-11-23,Unit 1,4380.6,29.18,6.27,0.412,44.6
2025-11-23,Unit 2,4270.9,27.6,6.11,0.411,49.2
2025-11-23,Unit 3,4316.9,28.1,6.34,0.426,48.9
2025-11-24,Unit 1,4328.4,27.41,5.73,0.414,49.5
2025-11-24,Unit 2,4336.2,27.83,5.99,0.436,47.4
2025-11-24,Unit 3,4333.9,28.86,6.11,0.432,46.2
2025-11-25,Unit 1,4315.0,27.61,6.3,0.457,50.3
2025-11-25,Unit 2,4299.3,28.39,6.19,0.414,50.2
2025-11-25,Unit 3,4363.5,27.09,5.78,0.419,46.3
2025-11-26,Unit 1,4338.8,28.1,6.33,0.433,46.5
2025-11-26,Unit 2,4338.8,27.9,6.34,0.338,48.3
2025-11-26,Unit 3,4307.9,27.62,5.84,0.365,50.0
2025-11-27,Unit 1,4293.3,29.81,6.15,0.385,48.3
2025-11-27,Unit 2,4267.6,28.27,6.38,0.402,46.8
2025-11-27,Unit 3,4371.3,26.03,6.0,0.455,48.7
2025-11-28,Unit 1,4351.2,28.42,6.46,0.423,45.0
2025-11-28,Unit 2,4335.7,27.84,6.02,0.432,48.3
2025-11-28,Unit 3,4391.2,27.83,5.71,0.389,45.8
2025-11-29,Unit 1,4361.7,28.17,6.35,0.422,48.0
2025-11-29,Unit 2,4337.6,28.32,6.4,0.417,44.2
2025-11-29,Unit 3,4402.6,27.84,5.58,0.433,50.5
2025-11-30,Unit 1,4387.5,28.52,5.89,0.439,49.3
2025-11-30,Unit 2,4370.4,29.32,5.48,0.471,49.0
2025-11-30,Unit 3,4363.2,27.26,5.97,0.435,47.0
2025-12-01,Unit 1,4380.3,27.78,6.09,0.399,48.5
2025-12-01,Unit 2,4373.5,28.44,6.02,0.399,48.3
2025-12-01,Unit 3,4347.8,27.88,5.92,0.395,50.6
2025-12-02,Unit 1,4326.5,27.4,5.9,0.378,46.2
2025-12-02,Unit 2,4393.5,28.36,6.77,0.391,51.8
2025-12-02,Unit 3,4343.8,28.57,6.23,0.404,46.9
2025-12-03,Unit 1,4341.4,27.4,5.67,0.422,50.1
2025-12-03,Unit 2,4364.7,27.75,6.09,0.44,47.1
2025-12-03,Unit 3,4361.3,28.26,6.31,0.404,47.7
2025-12-04,Unit 1,4297.6,29.25,6.05,0.402,46.2
2025-12-04,Unit 2,4372.8,28.04,6.38,0.386,46.1
2025-12-04,Unit 3,4366.9,27.05,6.73,0.39,46.4
2025-12-05,Unit 1,4326.6,26.59,6.87,0.354,49.6
2025-12-05,Unit 2,4405.2,28.16,6.47,0.422,48.3
2025-12-05,Unit 3,4322.9,28.74,6.67,0.379,49.1
2025-12-06,Unit 1,4397.9,28.01,6.07,0.451,48.2
2025-12-06,Unit 2,4307.2,27.58,6.2,0.414,50.5
2025-12-06,Unit 3,4350.5,27.99,5.91,0.435,47.9
2025-12-07,Unit 1,4331.5,27.75,5.75,0.397,44.9
2025-12-07,Unit 2,4315.3,28.54,6.78,0.393,46.5
2025-12-07,Unit 3,4308.3,26.67,5.97,0.363,46.2
2025-12-08,Unit 1,4329.3,27.6,5.9,0.395,46.1
2025-12-08,Unit 2,4394.8,27.79,6.25,0.44,47.0
2025-12-08,Unit 3,4413.3,28.33,6.4,0.418,48.9
2025-12-09,Unit 1,4376.9,26.56,6.6,0.454,47.4
2025-12-09,Unit 2,4395.5,28.66,6.12,0.408,47.7
2025-12-09,Unit 3,4387.8,27.04,6.14,0.438,49.5
2025-12-10,Unit 1,4340.3,28.85,6.39,0.433,46.2
2025-12-10,Unit 2,4376.9,29.47,6.64,0.35,47.4
2025-12-10,Unit 3,4308.4,27.31,5.74,0.382,45.1
2025-12-11,Unit 1,4332.5,28.49,6.21,0.415,52.6
2025-12-11,Unit 2,4276.1,27.58,5.84,0.432,45.8
2025-12-11,Unit 3,4306.5,30.24,6.05,0.353,46.3
2025-12-12,Unit 1,4398.4,28.46,5.91,0.44,48.3
2025-12-12,Unit 2,4389.7,27.26,6.49,0.39,50.7
2025-12-12,Unit 3,4350.6,27.99,6.03,0.371,47.1
2025-12-13,Unit 1,4329.1,27.01,6.54,0.434,50.8
2025-12-13,Unit 2,4365.5,29.46,5.64,0.427,47.2
2025-12-13,Unit 3,4339.4,26.86,6.17,0.412,43.1
2025-12-14,Unit 1,4392.8,27.83,5.96,0.427,51.9
2025-12-14,Unit 2,4334.5,26.67,5.94,0.464,50.9
2025-12-14,Unit 3,4388.0,26.63,6.4,0.42,49.7
2025-12-15,Unit 1,4322.2,28.3,5.89,0.413,48.6
2025-12-15,Unit 2,4363.6,28.48,6.12,0.442,48.7
2025-12-15,Unit 3,4346.3,27.67,6.67,0.437,47.7
2025-12-16,Unit 1,4409.8,28.16,6.14,0.361,48.1
2025-12-16,Unit 2,4258.3,27.11,5.73,0.43,47.0
2025-12-16,Unit 3,4333.5,26.84,6.49,0.424,46.3
2025-12-17,Unit 1,4390.0,28.19,6.39,0.452,46.9
2025-12-17,Unit 2,4441.8,29.03,5.89,0.447,49.4
2025-12-17,Unit 3,4329.8,27.12,6.2,0.356,48.1
2025-12-18,Unit 1,4288.7,27.2,6.08,0.435,48.2
2025-12-18,Unit 2,4369.3,29.0,6.29,0.392,51.8
2025-12-18,Unit 3,4301.5,25.59,6.15,0.453,46.0
2025-12-19,Unit 1,4353.8,28.16,6.2,0.471,46.0
2025-12-19,Unit 2,4335.1,28.22,6.03,0.402,50.9
2025-12-19,Unit 3,4322.4,27.45,6.04,0.402,45.4
2025-12-20,Unit 1,4366.7,27.25,6.28,0.464,48.9
2025-12-20,Unit 2,4334.6,27.35,6.74,0.444,46.5
2025-12-20,Unit 3,4378.3,27.66,6.06,0.42,46.4
2025-12-21,Unit 1,4320.1,27.75,5.91,0.44,46.3
2025-12-21,Unit 2,4361.5,27.24,6.01,0.396,50.2
2025-12-21,Unit 3,4392.1,25.95,6.34,0.412,43.2
2025-12-22,Unit 1,4316.6,28.27,6.04,0.399,47.9
2025-12-22,Unit 2,4348.6,27.58,5.89,0.411,51.3
2025-12-22,Unit 3,4319.1,27.6,5.89,0.414,47.2
2025-12-23,Unit 1,4338.8,27.58,6.22,0.452,44.7
2025-12-23,Unit 2,4392.6,28.48,6.41,0.378,51.0
2025-12-23,Unit 3,4351.1,27.4,6.59,0.385,48.0
2025-12-24,Unit 1,4328.1,27.96,6.19,0.41,49.7
2025-12-24,Unit 2,4306.2,27.71,6.21,0.392,49.9
2025-12-24,Unit 3,4351.9,27.92,5.8,0.431,51.2
2025-12-25,Unit 1,4357.3,27.1,5.67,0.454,48.1
2025-12-25,Unit 2,4330.5,27.79,6.0,0.398,50.2
2025-12-25,Unit 3,4297.8,27.31,6.41,0.424,45.1
2025-12-26,Unit 1,4412.8,26.78,6.13,0.395,51.7
2025-12-26,Unit 2,4332.1,28.06,6.01,0.395,47.6
2025-12-26,Unit 3,4350.2,28.71,6.4,0.374,49.7
2025-12-27,Unit 1,4327.1,28.65,5.85,0.401,44.4
2025-12-27,Unit 2,4409.0,28.33,5.99,0.371,45.8
2025-12-27,Unit 3,4302.9,29.25,6.47,0.472,49.1
2025-12-28,Unit 1,4428.5,26.41,6.11,0.438,47.6
2025-12-28,Unit 2,4326.7,28.84,5.9,0.374,46.2
2025-12-28,Unit 3,4312.5,28.14,6.27,0.46,46.5
2025-12-29,Unit 1,4313.8,28.81,6.5,0.399,49.1
2025-12-29,Unit 2,4279.1,28.27,5.86,0.38,48.1
2025-12-29,Unit 3,4386.8,28.88,6.3,0.396,45.0
2025-12-30,Unit 1,4290.9,28.26,7.14,0.466,46.7
2025-12-30,Unit 2,4320.8,28.88,6.29,0.43,50.4
2025-12-30,Unit 3,4338.1,28.57,5.93,0.409,48.4
2025-12-31,Unit 1,4338.8,27.51,6.1,0.445,44.2
2025-12-31,Unit 2,4323.4,27.9,6.61,0.419,48.9
2025-12-31,Unit 3,4377.0,28.46,6.35,0.453,50.2
