Date,Unit,Coal Used (Ton),SFC (kg/MWh),Heat Rate (kcal/kWh),Boiler Efficiency (%)
2025-11-02,Unit 1,949.71,456.2,2952.98,87.3
2025-11-02,Unit 2,918.96,458.39,2968.26,87.44
2025-11-02,Unit 3,1050.38,457.09,2967.73,89.32
2025-11-03,Unit 1,914.26,454.33,2933.27,87.78
2025-11-03,Unit 2,956.72,459.81,2980.91,88.33
2025-11-03,Unit 3,993.7,456.81,2955.04,87.53
2025-11-04,Unit 1,1045.07,456.33,2970.92,88.16
2025-11-04,Unit 2,900.02,452.04,2942.75,88.29
2025-11-04,Unit 3,959.62,461.6,3004.89,87.88
2025-11-05,Unit 1,972.73,453.13,2946.81,88.75
2025-11-05,Unit 2,832.99,464.56,3006.57,87.54
2025-11-05,Unit 3,873.71,461.06,2983.46,87.77
2025-11-06,Unit 1,954.06,458.07,2944.44,87.51
2025-11-06,Unit 2,984.94,455.37,2971.01,86.57
2025-11-06,Unit 3,1006.82,455.89,2943.9,88.96
2025-11-07,Unit 1,1051.32,461.91,2958.86,88.02
2025-11-07,Unit 2,934.55,457.29,2946.33,88.83
2025-11-07,Unit 3,933.35,454.01,2930.69,88.35
2025-11-08,Unit 1,909.77,455.02,2926.89,87.86
2025-11-08,Unit 2,1096.24,450.25,2918.99,88.16
2025-11-08,Unit 3,921.45,459.33,2984.92,88.46
2025-11-09,Unit 1,944.66,458.62,2974.99,88.54
2025-11-09,Unit 2,810.3,444.66,2919.01,87.84
2025-11-09,Unit 3,1083.29,453.34,2953.83,87.78
2025-11-10,Unit 1,868.5,455.28,2935.12,87.79
2025-11-10,Unit 2,798.06,444.48,2872.3,87.66
2025-11-10,Unit 3,954.1,453.83,2952.7,89.18
2025-11-11,Unit 1,969.48,456.32,2931.7,88.31
2025-11-11,Unit 2,1103.73,450.64,2947.5,86.85
2025-11-11,Unit 3,881.35,442.46,2862.3,87.41
2025-11-12,Unit 1,1100.67,456.8,2958.45,88.94
2025-11-12,Unit 2,1030.5,454.27,2941.46,88.24
2025-11-12,Unit 3,1081.14,453.59,2934.11,87.92
2025-11-13,Unit 1,1082.14,454.79,2948.17,87.9
2025-11-13,Unit 2,888.27,442.77,2887.14,88.68
2025-11-13,Unit 3,963.72,454.06,2967.42,87.53
2025-11-14,Unit 1,829.7,456.29,2956.88,89.46
2025-11-14,Unit 2,747.06,448.51,2920.13,88.08
2025-11-14,Unit 3,977.86,446.86,2872.21,88.27
2025-11-15,Unit 1,852.39,447.96,2904.34,86.91
2025-11-15,Unit 2,879.32,457.6,2970.27,86.83
2025-11-15,Unit 3,1059.32,448.6,2897.28,86.92
2025-11-16,Unit 1,869.65,449.33,2904.44,86.38
2025-11-16,Unit 2,968.23,448.61,2936.15,88.17
2025-11-16,Unit 3,1077.14,454.13,2951.91,88.31
2025-11-17,Unit 1,843.57,453.8,2937.46,87.78
2025-11-17,Unit 2,1036.15,457.01,2970.89,87.93
2025-11-17,Unit 3,1039.89,450.65,2933.34,87.9
2025-11-18,Unit 1,969.61,460.32,2971.95,88.26
2025-11-18,Unit 2,1058.81,452.26,2947.34,86.67
2025-11-18,Unit 3,832.04,458.86,2958.86,86.8
2025-11-19,Unit 1,1081.65,447.16,2920.36,89.19
2025-11-19,Unit 2,1091.18,456.15,2975.5,87.48
2025-11-19,Unit 3,965.44,454.11,2933.05,87.66
2025-11-20,Unit 1,961.75,456.99,2923.16,87.66
2025-11-20,Unit 2,1018.17,465.13,3037.72,87.17
2025-11-20,Unit 3,893.34,453.03,2953.49,88.42
2025-11-21,Unit 1,911.83,446.95,2911.94,88.29
2025-11-21,Unit 2,996.21,456.83,2950.46,88.69
2025-11-21,Unit 3,1101.23,461.03,2971.62,87.29
2025-11-22,Unit 1,830.51,450.5,2926.6,87.06
2025-11-22,Unit 2,1032.15,463.38,2985.31,87.6
2025-11-22,Unit 3,1073.8,458.11,2951.42,88.25
2025-11-23,Unit 1,1092.17,454.82,2961.47,88.37
2025-11-23,Unit 2,1048.48,466.82,3010.95,87.67
2025-11-23,Unit 3,970.31,459.27,2944.79,88.18
2025-11-24,Unit 1,1064.23,454.63,2960.17,88.52
2025-11-24,Unit 2,972.39,454.62,2945.03,87.66
2025-11-24,Unit 3,992.99,455.21,2932.57,88.91
2025-11-25,Unit 1,838.32,458.46,2950.98,87.47
2025-11-25,Unit 2,1048.94,462.94,3016.43,87.41
2025-11-25,Unit 3,1021.23,455.32,2929.08,86.95
2025-11-26,Unit 1,918.32,451.73,2971.2,87.51
2025-11-26,Unit 2,1020.99,451.34,2936.59,87.18
2025-11-26,Unit 3,897.01,450.7,2925.8,88.25
2025-11-27,Unit 1,1052.05,460.62,2954.97,87.86
2025-11-27,Unit 2,1101.62,469.93,3014.77,87.13
2025-11-27,Unit 3,968.95,445.22,2919.75,88.38
2025-11-28,Unit 1,885.02,460.08,2975.62,86.66
2025-11-28,Unit 2,1005.46,451.45,2956.54,87.4
2025-11-28,Unit 3,749.27,448.51,2913.6,88.1
2025-11-29,Unit 1,1106.3,459.78,2996.66,86.9
2025-11-29,Unit 2,973.05,452.97,2953.31,86.16
2025-11-29,Unit 3,1087.55,453.45,2932.29,87.85
2025-11-30,Unit 1,1075.21,459.56,2978.97,87.06
2025-11-30,Unit 2,906.05,449.3,2925.36,87.17
2025-11-30,Unit 3,1017.38,453.01,2946.83,87.67
2025-12-01,Unit 1,975.6,458.52,2967.45,87.97
2025-12-01,Unit 2,1101.42,454.37,2934.1,88.22
2025-12-01,Unit 3,969.24,455.19,2956.8,88.76
2025-12-02,Unit 1,972.37,453.91,2946.1,87.64
2025-12-02,Unit 2,784.0,450.78,2932.5,87.04
2025-12-02,Unit 3,997.5,459.56,2963.0,88.35
2025-12-03,Unit 1,1037.3,453.35,2955.56,87.14
2025-12-03,Unit 2,910.6,457.74,2967.23,87.58
2025-12-03,Unit 3,849.93,453.21,2959.8,87.63
2025-12-04,Unit 1,1067.31,459.79,3003.69,86.88
2025-12-04,Unit 2,805.07,454.73,2975.02,88.14
2025-12-04,Unit 3,1010.89,448.27,2917.62,87.83
2025-12-05,Unit 1,1072.58,451.02,2914.32,88.44
2025-12-05,Unit 2,914.1,450.19,2954.88,88.25
2025-12-05,Unit 3,1045.39,459.39,2964.18,87.14
2025-12-06,Unit 1,963.17,448.76,2936.13,87.92
2025-12-06,Unit 2,990.75,457.81,2976.87,87.81
2025-12-06,Unit 3,1071.78,452.08,2952.02,87.05
2025-12-07,Unit 1,1063.3,456.15,2968.37,87.53
2025-12-07,Unit 2,890.79,453.79,2946.16,87.85
2025-12-07,Unit 3,961.56,456.06,2956.22,86.74
2025-12-08,Unit 1,975.59,457.05,2964.82,87.82
2025-12-08,Unit 2,1066.71,447.92,2901.21,86.54
2025-12-08,Unit 3,1044.88,456.65,2960.95,87.49
2025-12-09,Unit 1,1072.12,454.2,2959.36,87.18
2025-12-09,Unit 2,946.53,449.41,2919.46,87.18
2025-12-09,Unit 3,1045.14,443.76,2904.88,87.05
2025-12-10,Unit 1,965.49,451.08,2946.01,87.53
2025-12-10,Unit 2,966.31,451.53,2946.71,87.8
2025-12-10,Unit 3,1022.93,450.93,2913.27,88.04
2025-12-11,Unit 1,977.69,451.05,2949.61,88.19
2025-12-11,Unit 2,965.09,459.45,2969.47,87.51
2025-12-11,Unit 3,1015.35,455.47,2964.73,87.99
2025-12-12,Unit 1,1009.99,450.67,2956.82,87.86
2025-12-12,Unit 2,800.89,450.08,2920.11,87.54
2025-12-12,Unit 3,1038.83,449.4,2893.69,87.75
2025-12-13,Unit 1,1085.61,454.96,2949.19,86.79
2025-12-13,Unit 2,929.62,454.9,2951.02,87.69
2025-12-13,Unit 3,884.39,461.56,2983.98,86.34
2025-12-14,Unit 1,996.43,452.82,2933.63,86.88
2025-12-14,Unit 2,954.35,449.62,2933.19,87.09
2025-12-14,Unit 3,1094.07,454.93,2950.65,87.44
2025-12-15,Unit 1,1001.48,455.14,2927.29,86.93
2025-12-15,Unit 2,1000.95,452.1,2943.22,87.98
2025-12-15,Unit 3,1087.96,448.17,2904.5,87.3
2025-12-16,Unit 1,986.59,451.77,2943.42,87.37
2025-12-16,Unit 2,932.58,455.6,2938.25,85.86
2025-12-16,Unit 3,1079.45,453.55,2967.92,87.76
2025-12-17,Unit 1,934.45,453.98,2941.51,88.41
2025-12-17,Unit 2,930.41,445.7,2901.84,87.23
2025-12-17,Unit 3,772.36,454.95,2959.91,86.84
2025-12-18,Unit 1,1086.86,451.22,2906.33,87.96
2025-12-18,Unit 2,991.18,454.91,2950.3,87.41
2025-12-18,Unit 3,898.07,464.4,3017.78,87.79
2025-12-19,Unit 1,939.04,454.75,2925.15,88.02
2025-12-19,Unit 2,886.47,456.87,2950.94,87.65
2025-12-19,Unit 3,1079.9,450.84,2916.77,88.15
2025-12-20,Unit 1,949.57,453.81,2923.58,88.63
2025-12-20,Unit 2,1092.96,460.95,2999.85,87.79
2025-12-20,Unit 3,950.9,458.48,2981.93,87.85
2025-12-21,Unit 1,897.77,451.4,2926.01,88.69
2025-12-21,Unit 2,1031.28,453.78,2918.9,88.67
2025-12-21,Unit 3,939.24,445.28,2894.58,88.31
2025-12-22,Unit 1,967.02,458.29,2944.92,88.13
2025-12-22,Unit 2,898.85,448.08,2940.81,87.64
2025-12-22,Unit 3,992.54,462.71,2971.06,87.86
2025-12-23,Unit 1,997.98,451.88,2918.63,87.14
2025-12-23,Unit 2,1013.51,452.95,2955.24,86.97
2025-12-23,Unit 3,976.19,457.77,2995.27,87.52
2025-12-24,Unit 1,914.0,451.74,2941.75,87.98
2025-12-24,Unit 2,864.98,461.46,3000.82,86.17
2025-12-24,Unit 3,1091.57,454.19,2929.23,86.88
2025-12-25,Unit 1,865.41,452.48,2945.71,87.21
2025-12-25,Unit 2,940.84,445.34,2894.87,87.94
2025-12-25,Unit 3,1089.11,458.13,2988.93,87.96
2025-12-26,Unit 1,1047.7,451.17,2944.22,88.09
2025-12-26,Unit 2,1003.64,453.15,2941.51,87.53
2025-12-26,Unit 3,923.0,459.21,2984.37,88.45
2025-12-27,Unit 1,913.85,460.32,2995.65,87.6
2025-12-27,Unit 2,953.75,451.62,2923.25,87.92
2025-12-27,Unit 3,932.55,458.78,2988.75,87.78
2025-12-28,Unit 1,969.8,442.4,2889.67,86.83
2025-12-28,Unit 2,1060.25,464.94,2984.62,88.02
2025-12-28,Unit 3,1050.6,456.16,2998.39,86.72
2025-12-29,Unit 1,1009.8,452.23,2946.99,87.46
2025-12-29,Unit 2,884.97,457.95,2986.62,87.03
2025-12-29,Unit 3,1061.69,446.6,2935.8,87.62
2025-12-30,Unit 1,1032.98,462.29,2985.97,88.08
2025-12-30,Unit 2,960.64,463.28,3007.07,88.52
2025-12-30,Unit 3,1082.85,454.85,2950.24,87.11
2025-12-31,Unit 1,980.53,461.73,2990.92,87.77
2025-12-31,Unit 2,1049.55,455.32,2958.91,88.81
2025-12-31,Unit 3,1066.72,454.02,2954.72,87.57
